timestamp,mx,my,mz
1463126525726168010,-5.9963940000000004,6.744036,13.648281
1463126525727697281,15.898836000000001,-9.742233,-1.0451730000000001
1463126525728684104,15.898836000000001,-9.742233,-1.0451730000000001
1463126525735438427,15.593676,-10.642455,-0.747642
1463126525785923375,15.593676,-10.642455,-0.747642
1463126525788056448,18.294342,-10.947615,-1.0451730000000001
1463126525790419469,18.294342,-10.947615,-1.0451730000000001
1463126525792916239,16.196367000000002,-11.847837,0.44248200000000004
1463126525795402594,16.196367000000002,-11.847837,0.44248200000000004
1463126525802943062,16.493898,-10.947615,-0.44248200000000004
1463126525806312177,16.493898,-10.947615,-0.44248200000000004
1463126525873008323,15.898836000000001,-10.947615,-1.0451730000000001
1463126525875282073,15.898836000000001,-10.947615,-1.0451730000000001
1463126525877250666,17.39412,-10.642455,-0.144951
1463126525891729677,17.39412,-10.642455,-0.144951
1463126525894286500,16.493898,-11.542677000000001,-1.647864
1463126525897005927,16.493898,-11.542677000000001,-1.647864
1463126525899352541,18.294342,-10.344924,-0.44248200000000004
1463126525902516083,18.294342,-10.344924,-0.44248200000000004
1463126525907940354,16.799058000000002,-11.245146,-0.144951
1463126525910449416,16.799058000000002,-11.245146,-0.144951
1463126526073290718,17.691651,-10.947615,-1.0451730000000001
1463126526078738531,17.691651,-10.947615,-1.0451730000000001
1463126526086941656,17.691651,-10.947615,-0.44248200000000004
1463126526137301031,17.691651,-10.947615,-0.44248200000000004
1463126526140028843,15.296145000000001,-10.947615,-0.44248200000000004
1463126526145450875,15.296145000000001,-10.947615,-0.44248200000000004
1463126526152810979,17.996811,-11.847837,-1.3427040000000001
1463126526155552437,17.996811,-11.847837,-1.3427040000000001
1463126526159266812,18.897033,-11.542677000000001,-1.647864
1463126526160253531,18.897033,-11.542677000000001,-1.647864
1463126526161316187,19.194564,-10.642455,-0.144951
1463126526162364729,19.194564,-10.642455,-0.144951
1463126526163358583,16.799058000000002,-11.847837,-0.747642
1463126526164349625,16.799058000000002,-11.847837,-0.747642
1463126526165313427,16.196367000000002,-11.847837,-0.747642
1463126526166661968,16.196367000000002,-11.847837,-0.747642
1463126526174111448,16.493898,-10.344924,-0.44248200000000004
1463126526227989833,16.493898,-10.344924,-0.44248200000000004
1463126526231418687,16.799058000000002,-10.642455,-0.747642
1463126526238899052,16.799058000000002,-10.642455,-0.747642
1463126526241849781,17.691651,-11.542677000000001,-1.0451730000000001
1463126526245629625,17.691651,-11.542677000000001,-1.0451730000000001
1463126526246836760,17.096589,-10.344924,-1.647864
1463126526247936604,17.096589,-10.344924,-1.647864
1463126526248970406,17.39412,-11.847837,-1.3427040000000001
1463126526249961708,17.39412,-11.847837,-1.3427040000000001
1463126526250951656,17.096589,-10.344924,0.144951
1463126526252053531,17.096589,-10.344924,0.144951
1463126526253160875,16.493898,-10.344924,-1.647864
1463126526254177750,16.493898,-10.344924,-1.647864
1463126526255174833,17.096589,-11.542677000000001,-2.242926
1463126526261949052,17.096589,-11.542677000000001,-2.242926
1463126526311833114,17.691651,-10.947615,-1.647864
1463126526314019104,17.691651,-10.947615,-1.647864
1463126526316502229,17.096589,-10.344924,-0.44248200000000004
1463126526318964156,17.096589,-10.344924,-0.44248200000000004
1463126526321623114,17.39412,-10.642455,1.0451730000000001
1463126526328983947,17.39412,-10.642455,1.0451730000000001
1463126526332648010,17.691651,-11.542677000000001,0.747642
1463126526333439520,17.691651,-11.542677000000001,0.747642
1463126526335482645,18.294342,-10.947615,-1.0451730000000001
1463126526337693843,18.294342,-10.947615,-1.0451730000000001
1463126526345037802,17.691651,-10.947615,0.747642
1463126526347706760,17.691651,-10.947615,0.747642
1463126526400497958,18.294342,-11.542677000000001,0.144951
1463126526402781239,18.294342,-11.542677000000001,0.144951
1463126526405286708,18.897033,-9.742233,0.747642
1463126526407814052,18.897033,-9.742233,0.747642
1463126526410277958,18.294342,-11.542677000000001,0.747642
1463126526417442593,18.294342,-11.542677000000001,0.747642
1463126526424191604,17.096589,-9.742233,0.144951
1463126526431623791,17.096589,-9.742233,0.144951
1463126526437874989,18.897033,-10.344924,0.144951
1463126526489470458,18.897033,-10.344924,0.144951
1463126526491885614,16.493898,-9.742233,0.144951
1463126526494145145,16.493898,-9.742233,0.144951
1463126526496643114,18.294342,-8.54448,-1.0451730000000001
1463126526501819104,18.294342,-8.54448,-1.0451730000000001
1463126526504260927,16.196367000000002,-11.245146,-1.3427040000000001
1463126526506826395,16.196367000000002,-11.245146,-1.3427040000000001
1463126526577074572,17.996811,-11.245146,-0.144951
1463126526579209364,17.996811,-11.245146,-0.144951
1463126526582821239,17.39412,-10.047393000000001,-0.747642
1463126526585446135,17.39412,-10.047393000000001,-0.747642
1463126526592913583,17.691651,-10.344924,0.144951
1463126526595363687,17.691651,-10.344924,0.144951
1463126526597868895,17.996811,-11.847837,-0.144951
1463126526600228531,17.996811,-11.847837,-0.144951
1463126526840834989,17.096589,-10.344924,-0.44248200000000004
1463126526844192541,17.096589,-10.344924,-0.44248200000000004
1463126526846841812,17.096589,-10.947615,0.144951
1463126526855649051,17.096589,-10.947615,0.144951
1463126526858068895,19.194564,-10.047393000000001,-0.144951
1463126526860394989,19.194564,-10.047393000000001,-0.144951
1463126526867048479,17.39412,-10.642455,0.44248200000000004
1463126526868035718,17.39412,-10.642455,0.44248200000000004
1463126526869017072,17.691651,-10.344924,0.144951
1463126526870018895,17.691651,-10.344924,0.144951
1463126526870983010,15.898836000000001,-9.742233,-1.0451730000000001
1463126526872013166,15.898836000000001,-9.742233,-1.0451730000000001
1463126526872985874,16.799058000000002,-10.642455,-0.747642
1463126526874078270,16.799058000000002,-10.642455,-0.747642
1463126526875069416,17.996811,-8.246949,1.647864
1463126526876041708,17.996811,-8.246949,1.647864
1463126526878588895,16.799058000000002,-9.444702000000001,-0.747642
1463126526928975249,16.799058000000002,-9.444702000000001,-0.747642
1463126526932536499,17.39412,-11.245146,-0.747642
1463126526941663895,17.39412,-11.245146,-0.747642
1463126526948812124,18.294342,-10.947615,-1.647864
1463126526949623218,18.294342,-10.947615,-1.647864
1463126526950413791,17.39412,-10.642455,-1.3427040000000001
1463126527192291916,17.39412,-10.642455,-1.3427040000000001
1463126527195430666,17.996811,-11.245146,0.44248200000000004
1463126527197964520,17.996811,-11.245146,0.44248200000000004
1463126527205671135,17.691651,-9.742233,0.747642
1463126527208164937,17.691651,-9.742233,0.747642
1463126527210636135,16.799058000000002,-11.245146,-0.144951
1463126527213129833,16.799058000000002,-11.245146,-0.144951
1463126527223359051,16.493898,-11.542677000000001,-1.647864
1463126527224449728,16.493898,-11.542677000000001,-1.647864
1463126527225874416,17.691651,-10.947615,1.945395
1463126527227186239,17.691651,-10.947615,1.945395
1463126527228154937,17.996811,-10.642455,-1.3427040000000001
1463126527229433999,17.996811,-10.642455,-1.3427040000000001
1463126527230436760,17.39412,-10.642455,0.44248200000000004
1463126527231489885,17.39412,-10.642455,0.44248200000000004
1463126527232457958,17.691651,-10.344924,-0.44248200000000004
1463126527233428583,17.691651,-10.344924,-0.44248200000000004
1463126527240651343,17.39412,-10.047393000000001,-0.144951
1463126527279139208,17.39412,-10.047393000000001,-0.144951
1463126527280279989,17.691651,-10.947615,-0.44248200000000004
1463126527282974520,17.691651,-10.947615,-0.44248200000000004
1463126527292587645,16.799058000000002,-11.847837,0.44248200000000004
1463126527293845718,16.799058000000002,-11.847837,0.44248200000000004
1463126527296573947,18.591873,-11.847837,0.44248200000000004
1463126527304090197,18.591873,-11.847837,0.44248200000000004
1463126527304932853,15.898836000000001,-10.947615,-1.0451730000000001
1463126527305735405,15.898836000000001,-10.947615,-1.0451730000000001
1463126527306540197,16.799058000000002,-10.047393000000001,-1.3427040000000001
1463126527307344624,16.799058000000002,-10.047393000000001,-1.3427040000000001
1463126527308144260,17.691651,-9.147171,-1.0451730000000001
1463126527308941968,17.691651,-9.147171,-1.0451730000000001
1463126527309729937,16.799058000000002,-10.642455,-1.3427040000000001
1463126527310543843,16.799058000000002,-10.642455,-1.3427040000000001
