timestamp,gx,gy,gz
1463127775354114981,-45.0,-34.0,-3.0
1463127775355133419,-27.0,3.0,2.0
1463127775357808263,4.0,9.0,0.0
1463127775361347586,13.0,-29.0,-8.0
1463127775363247898,28.0,-24.0,-15.0
1463127775365871700,37.0,-19.0,-18.0
1463127775373014409,38.0,-14.0,-14.0
1463127775374081909,33.0,-3.0,-14.0
1463127775375620919,24.0,-10.0,-12.0
1463127775376635867,-1.0,15.0,-12.0
1463127775378779877,5.0,5.0,-1.0
1463127775379847481,-7.0,-33.0,-18.0
1463127775380867013,-13.0,-12.0,-22.0
1463127775383223523,-2.0,29.0,-15.0
1463127775434263263,-10.0,44.0,-16.0
1463127775441617950,-14.0,54.0,-6.0
1463127775443997846,-17.0,53.0,-1.0
1463127775446444513,-28.0,34.0,-2.0
1463127775448993263,-33.0,11.0,-3.0
1463127775451502221,-38.0,-1.0,-3.0
1463127775457814513,-36.0,-7.0,-4.0
1463127775460360450,-30.0,-8.0,-3.0
1463127775466893263,-24.0,-11.0,-6.0
1463127775522072742,-9.0,-33.0,-5.0
1463127775524914148,-17.0,-24.0,-15.0
1463127775528053419,-2.0,24.0,-6.0
1463127775530714304,6.0,1.0,-6.0
1463127775533675086,6.0,-19.0,-16.0
1463127775535573992,17.0,-16.0,-5.0
1463127775538080554,22.0,-7.0,-14.0
1463127775546854200,31.0,-5.0,-11.0
1463127775555714565,30.0,-20.0,-10.0
1463127775610757898,23.0,-14.0,-8.0
1463127775613476960,16.0,18.0,-8.0
1463127775615222585,13.0,35.0,-9.0
1463127775617690138,4.0,-17.0,-5.0
1463127775620158575,-8.0,-36.0,-24.0
1463127775622703315,-8.0,-3.0,-13.0
1463127775628917742,-6.0,15.0,-11.0
1463127775635198315,-9.0,20.0,-12.0
1463127775698464408,-12.0,17.0,-15.0
1463127775700458106,-12.0,10.0,-10.0
1463127775702904304,-13.0,11.0,-9.0
1463127775705427481,-16.0,19.0,-6.0
1463127775707913679,-19.0,23.0,4.0
1463127775710346752,-23.0,21.0,10.0
1463127775713540815,-32.0,8.0,9.0
1463127775721918940,-36.0,-5.0,14.0
1463127775726894773,-35.0,-19.0,8.0
1463127775788174148,-36.0,-29.0,5.0
1463127775790430606,-22.0,-25.0,2.0
1463127775792859200,-9.0,-26.0,-4.0
1463127775795322742,3.0,-40.0,-10.0
1463127775797850502,7.0,-7.0,-22.0
1463127775800383158,23.0,9.0,-9.0
1463127775802826752,29.0,-39.0,-12.0
1463127775809143888,29.0,-41.0,-18.0
1463127775815314148,39.0,-10.0,-8.0
1463127775872926492,35.0,18.0,-9.0
1463127775875222585,19.0,22.0,-9.0
1463127775877736440,-4.0,37.0,-2.0
1463127775883866908,-5.0,14.0,15.0
1463127775886403731,-21.0,-25.0,-10.0
1463127775888890919,-33.0,-11.0,-1.0
1463127775896155971,-26.0,11.0,5.0
1463127775900146179,-27.0,22.0,8.0
1463127775906399825,-30.0,28.0,4.0
1463127775960726752,-19.0,12.0,12.0
1463127775962934773,-19.0,-17.0,10.0
1463127775965342221,-11.0,6.0,-6.0
1463127775967891804,3.0,-6.0,4.0
1463127775970325190,6.0,-41.0,-8.0
1463127775973532794,30.0,-34.0,-6.0
1463127775980291179,35.0,-34.0,-8.0
1463127775986861960,37.0,-24.0,-12.0
1463127776048144564,34.0,-8.0,-18.0
1463127776050422742,25.0,-2.0,-18.0
1463127776052840189,4.0,17.0,-7.0
1463127776055314304,0.0,-7.0,1.0
1463127776057826908,-11.0,-19.0,-11.0
1463127776060376179,-17.0,17.0,-3.0
1463127776062923992,-20.0,31.0,4.0
1463127776067824564,-28.0,42.0,9.0
1463127776075339408,-31.0,45.0,16.0
1463127776135491127,-33.0,32.0,20.0
1463127776137519721,-32.0,0.0,19.0
1463127776143909044,-36.0,28.0,1.0
1463127776146414825,-13.0,19.0,11.0
1463127776148888887,-9.0,-34.0,1.0
1463127776151470033,6.0,-28.0,-14.0
1463127776157757012,26.0,-26.0,-9.0
1463127776160224721,37.0,-24.0,-12.0
1463127776166507481,43.0,-25.0,-10.0
1463127776224479460,38.0,-29.0,-16.0
1463127776226663314,27.0,-25.0,-14.0
1463127776229093367,13.0,-18.0,-13.0
1463127776231650085,3.0,11.0,-12.0
1463127776235016804,-2.0,-31.0,-7.0
1463127776240312429,-13.0,-30.0,-30.0
1463127776246519877,-4.0,24.0,-17.0
1463127776249259877,-8.0,53.0,-15.0
1463127776255543992,-17.0,55.0,-13.0
1463127776312036491,-24.0,50.0,-12.0
1463127776314255450,-28.0,30.0,-11.0
1463127776316766596,-29.0,14.0,-8.0
1463127776319458366,-26.0,6.0,-7.0
1463127776321985814,-21.0,3.0,-7.0
1463127776324337481,-15.0,3.0,-6.0
1463127776326823627,-10.0,6.0,-8.0
1463127776336728679,-6.0,7.0,-9.0
1463127776400648523,-6.0,2.0,-9.0
1463127776402869564,-10.0,7.0,-2.0
1463127776405373627,-11.0,15.0,4.0
1463127776407248939,-17.0,6.0,3.0
1463127776421642898,-20.0,-6.0,5.0
1463127776424042429,-23.0,-3.0,6.0
1463127776427244252,-21.0,-2.0,8.0
1463127776430324408,-22.0,-10.0,3.0
1463127776436656023,-12.0,-29.0,4.0
1463127776488177325,-14.0,-16.0,-4.0
1463127776490401700,-4.0,29.0,-5.0
1463127776493681804,1.0,-5.0,1.0
1463127776496580450,-9.0,-11.0,-13.0
1463127776501644148,6.0,-2.0,-4.0
1463127776504100085,2.0,-4.0,-9.0
1463127776508270033,7.0,0.0,-5.0
1463127776510431283,9.0,-12.0,-5.0
1463127776516706335,8.0,-18.0,-9.0
1463127776526771491,7.0,-7.0,-13.0
1463127776577050918,8.0,4.0,-8.0
1463127776579201960,4.0,7.0,-8.0
1463127776581666596,-1.0,5.0,-10.0
1463127776584095241,-9.0,16.0,-13.0
1463127776587452221,-4.0,7.0,-4.0
1463127776596641283,-8.0,-25.0,-10.0
1463127776599278314,-13.0,-15.0,-15.0
1463127776606514252,-6.0,10.0,-5.0
1463127776671735398,-2.0,10.0,-8.0
1463127776674045033,-9.0,1.0,-11.0
1463127776676635085,-9.0,-8.0,-10.0
1463127776682716960,-11.0,-4.0,-9.0
1463127776685190293,-11.0,9.0,-8.0
1463127776687832481,-8.0,8.0,-9.0
1463127776690254825,-8.0,-2.0,-9.0
1463127776693053054,-9.0,-2.0,-11.0
1463127776697663054,-5.0,9.0,-9.0
1463127776707990450,-4.0,16.0,-4.0
1463127776759641908,-8.0,13.0,-5.0
1463127776761832845,-13.0,1.0,-2.0
1463127776764671960,-13.0,3.0,-3.0
1463127776771705398,-7.0,7.0,-3.0
1463127776774159460,-8.0,4.0,-3.0
1463127776777873210,-9.0,1.0,-2.0
1463127776780596335,-7.0,5.0,-3.0
1463127776789156127,-6.0,4.0,-4.0
1463127776795360450,-6.0,3.0,-5.0
1463127776846678731,-8.0,-2.0,-6.0
1463127776850627273,-7.0,-2.0,-5.0
1463127776859129304,-3.0,4.0,-4.0
1463127776861793679,-1.0,11.0,-4.0
1463127776864109095,-3.0,7.0,-3.0
1463127776867472481,-3.0,-3.0,0.0
1463127776876537793,-7.0,-6.0,1.0
1463127776879068262,-7.0,-1.0,0.0
1463127776934501231,-6.0,1.0,3.0
1463127776936685970,-1.0,6.0,4.0
1463127776939137845,-4.0,7.0,1.0
1463127776945352637,-3.0,3.0,-3.0
1463127776947898418,-2.0,4.0,-5.0
1463127776950318106,1.0,11.0,-7.0
1463127776956371127,6.0,18.0,-9.0
1463127776959056283,3.0,21.0,-15.0
1463127776966582637,3.0,27.0,-14.0
1463127777028199095,1.0,22.0,-19.0
1463127777030450866,-5.0,9.0,-23.0
1463127777032867897,-7.0,4.0,-24.0
1463127777035317429,-7.0,11.0,-19.0
1463127777037874720,-7.0,13.0,-16.0
1463127777040477793,-9.0,17.0,-12.0
1463127777043047116,-10.0,11.0,-4.0
1463127777048061595,-14.0,3.0,-1.0
1463127777055277897,-18.0,-2.0,5.0
1463127777116249460,-24.0,-9.0,10.0
1463127777120039095,-23.0,-11.0,16.0
1463127777123071127,-24.0,-13.0,17.0
1463127777124217220,-25.0,-9.0,22.0
1463127777126847325,-22.0,-6.0,23.0
1463127777129322012,-22.0,-11.0,21.0
1463127777139158262,-25.0,-17.0,23.0
1463127777141723522,-21.0,-11.0,20.0
1463127777146599772,-20.0,-7.0,17.0
1463127777203618887,-19.0,-10.0,13.0
1463127777206193522,-16.0,-12.0,11.0
1463127777210406283,-17.0,-10.0,8.0
1463127777212567116,-13.0,-6.0,4.0
1463127777214485241,-8.0,2.0,-1.0
1463127777217392949,-5.0,7.0,-2.0
1463127777222570449,-7.0,2.0,-4.0
1463127777229133366,-5.0,2.0,-10.0
1463127777235554304,-4.0,8.0,-11.0
1463127777292074199,-5.0,10.0,-9.0
1463127777294185397,-1.0,7.0,-13.0
1463127777296617116,-6.0,9.0,-9.0
1463127777299172064,-2.0,12.0,-10.0
1463127777301781647,0.0,10.0,-11.0
1463127777304390033,0.0,8.0,-10.0
1463127777310079720,3.0,12.0,-10.0
1463127777315576908,1.0,16.0,-10.0
1463127777380553418,1.0,12.0,-10.0
1463127777382826022,0.0,8.0,-8.0
1463127777385209616,-2.0,11.0,-12.0
1463127777387723626,-2.0,4.0,-9.0
1463127777390169824,-3.0,6.0,-11.0
1463127777392663470,-5.0,1.0,-9.0
1463127777395251387,-3.0,2.0,-9.0
1463127777401527689,-3.0,1.0,-6.0
1463127777406594408,0.0,5.0,-4.0
1463127777416699460,0.0,9.0,-3.0
1463127777468619304,0.0,5.0,-3.0
1463127777471508314,-2.0,3.0,-7.0
1463127777474204147,-3.0,5.0,-3.0
1463127777480161126,-2.0,6.0,-3.0
1463127777482679356,-3.0,2.0,-7.0
1463127777489859564,-4.0,-2.0,-5.0
1463127777493598679,-4.0,-1.0,-5.0
1463127777500098783,-3.0,0.0,-3.0
1463127777506842272,-5.0,0.0,-4.0
1463127777556940449,-1.0,-1.0,-6.0
1463127777561140241,-3.0,1.0,-6.0
1463127777562185501,-2.0,1.0,-5.0
1463127777564818262,-5.0,0.0,-6.0
1463127777570322585,-4.0,-1.0,-7.0
1463127777576859199,-4.0,2.0,-5.0
1463127777579333262,-4.0,6.0,-7.0
1463127777586909512,-2.0,4.0,-8.0
1463127777644416595,-3.0,2.0,-8.0
1463127777646660762,-4.0,2.0,-8.0
1463127777649091178,-3.0,6.0,-6.0
1463127777651690553,-5.0,4.0,-5.0
1463127777654168262,-5.0,7.0,-6.0
1463127777656591178,-6.0,0.0,-5.0
1463127777664999199,-8.0,-4.0,-3.0
1463127777667817428,-7.0,-4.0,0.0
1463127777680298418,-8.0,-5.0,3.0
1463127777731729564,-12.0,-11.0,4.0
1463127777734052741,-10.0,-8.0,5.0
1463127777735919772,-11.0,-10.0,8.0
1463127777750254460,-12.0,-9.0,7.0
1463127777752681595,-8.0,-10.0,7.0
1463127777755218731,-8.0,-10.0,4.0
1463127777757683366,-7.0,-6.0,4.0
1463127777760162949,-3.0,1.0,4.0
1463127777768071074,-4.0,1.0,0.0
1463127777819261074,-4.0,0.0,-3.0
1463127777821666595,-2.0,-2.0,-4.0
1463127777825076074,-2.0,-1.0,-6.0
1463127777830144668,-2.0,-4.0,-8.0
1463127777833319095,-1.0,-2.0,-10.0
1463127777839301126,-3.0,2.0,-8.0
1463127777841995137,2.0,3.0,-8.0
1463127777848072116,1.0,6.0,-8.0
1463127777855535033,4.0,5.0,-8.0
1463127777907205189,2.0,9.0,-10.0
1463127777909354303,2.0,10.0,-9.0
1463127777912004876,2.0,10.0,-8.0
1463127777914537480,1.0,9.0,-12.0
1463127777916971230,0.0,4.0,-11.0
1463127777921755241,-2.0,5.0,-8.0
1463127777927744980,2.0,10.0,-12.0
1463127777935220866,1.0,8.0,-11.0
1463127777995874720,2.0,7.0,-10.0
1463127777998199095,4.0,9.0,-11.0
1463127778000544303,3.0,6.0,-8.0
1463127778002917585,1.0,4.0,-9.0
1463127778005351491,2.0,1.0,-9.0
1463127778008065085,0.0,3.0,-9.0
1463127778014163522,-2.0,2.0,-4.0
1463127778016576491,-3.0,-4.0,-5.0
1463127778082974824,-4.0,-2.0,-2.0
1463127778086240032,-4.0,1.0,-3.0
1463127778089015710,-6.0,-2.0,-3.0
1463127778091603574,-6.0,-5.0,-4.0
1463127778093929876,-6.0,-4.0,-4.0
1463127778102421126,-10.0,-2.0,-3.0
1463127778104054668,-11.0,-3.0,-5.0
1463127778107509512,-9.0,-4.0,-2.0
1463127778110369720,-14.0,-7.0,-4.0
1463127778119101855,-11.0,-10.0,-6.0
1463127778172130657,-13.0,-6.0,-6.0
1463127778174239980,-15.0,-8.0,-8.0
1463127778176678782,-14.0,-9.0,-7.0
1463127778178867168,-14.0,-8.0,-8.0
1463127778184101387,-14.0,-9.0,-5.0
1463127778186562637,-13.0,-15.0,-6.0
1463127778191679095,-14.0,-19.0,-6.0
1463127778196603366,-16.0,-15.0,-3.0
1463127778206715710,-13.0,-8.0,0.0
1463127778260861543,-13.0,4.0,3.0
1463127778262945553,-12.0,7.0,0.0
1463127778265362793,-14.0,-2.0,-4.0
1463127778267832741,-17.0,-4.0,-3.0
1463127778270318887,-9.0,-1.0,-6.0
1463127778276687168,-11.0,-1.0,-8.0
1463127778280229512,-11.0,0.0,-6.0
1463127778286628366,-9.0,0.0,-7.0
1463127778295705762,-11.0,0.0,-8.0
1463127778347982845,-7.0,2.0,-5.0
1463127778350324512,-11.0,-1.0,-6.0
1463127778352911803,-14.0,-5.0,-6.0
1463127778355315345,-13.0,0.0,-10.0
1463127778358963887,-10.0,2.0,-7.0
1463127778361530657,-9.0,-5.0,-5.0
1463127778366666439,-11.0,-4.0,-8.0
1463127778436963470,-11.0,0.0,-4.0
1463127778439253991,-6.0,-1.0,-3.0
1463127778445261959,-8.0,-4.0,-6.0
1463127778448341126,-13.0,-1.0,-4.0
1463127778453445605,-9.0,5.0,1.0
1463127778455741178,-9.0,4.0,-1.0
1463127778457938730,-8.0,2.0,-4.0
1463127778464006439,-4.0,3.0,-1.0
1463127778471693782,-6.0,4.0,0.0
1463127778474646647,-6.0,3.0,0.0
1463127778524873261,-8.0,-2.0,3.0
1463127778526647741,-10.0,-6.0,6.0
1463127778529096126,-8.0,-7.0,5.0
1463127778531678678,-8.0,-2.0,5.0
1463127778537700136,-6.0,0.0,5.0
1463127778540427949,-4.0,0.0,5.0
1463127778545114720,-4.0,4.0,3.0
1463127778547863366,-7.0,-2.0,-2.0
1463127778555593834,-9.0,-2.0,-5.0
1463127778613429980,-11.0,0.0,-6.0
1463127778615544980,-4.0,4.0,-3.0
1463127778618349043,-4.0,5.0,-8.0
1463127778621694303,-4.0,1.0,-7.0
1463127778624192220,-1.0,1.0,-7.0
1463127778629425970,0.0,5.0,-5.0
1463127778632148366,2.0,5.0,-6.0
1463127778637735605,0.0,7.0,-10.0
1463127778646885241,0.0,8.0,-10.0
1463127778700694720,0.0,10.0,-8.0
1463127778703006386,1.0,10.0,-9.0
1463127778705566543,-1.0,12.0,-10.0
1463127778707949824,-1.0,7.0,-9.0
1463127778714112272,-3.0,4.0,-11.0
1463127778716631438,0.0,7.0,-10.0
1463127778719109199,-2.0,6.0,-11.0
1463127778729218157,-5.0,2.0,-9.0
1463127778735503209,-4.0,1.0,-9.0
1463127778787933209,-3.0,0.0,-9.0
1463127778791262897,-3.0,-5.0,-7.0
1463127778796442897,-4.0,-2.0,-5.0
1463127778798923886,-3.0,8.0,-2.0
1463127778801585709,-2.0,7.0,-3.0
1463127778804016595,-2.0,6.0,-7.0
1463127778806763574,-6.0,3.0,-6.0
1463127778817149355,-2.0,5.0,-4.0
1463127778826974459,-7.0,4.0,-8.0
1463127778875758782,-7.0,-1.0,-5.0
1463127778878188626,-5.0,0.0,-3.0
1463127778880470293,-7.0,0.0,-3.0
1463127778883386543,-5.0,1.0,0.0
1463127778891392636,-5.0,5.0,-2.0
1463127778895171490,-3.0,2.0,1.0
1463127778898126855,-5.0,2.0,-5.0
1463127778906863365,-5.0,0.0,-3.0
1463127778964488053,-6.0,4.0,-3.0
1463127778966258157,-5.0,10.0,-2.0
1463127778980521178,-4.0,6.0,-6.0
1463127778983062011,-4.0,-1.0,-7.0
1463127778985460188,-6.0,1.0,-5.0
1463127778988306803,-3.0,-2.0,-3.0
1463127778994171230,-3.0,-4.0,-4.0
1463127778996616230,-3.0,1.0,-5.0
1463127778999931074,-6.0,9.0,-3.0
1463127779052575709,-5.0,6.0,-2.0
1463127779054197740,-3.0,6.0,-6.0
1463127779056637011,-6.0,10.0,-9.0
1463127779062898313,-5.0,6.0,1.0
1463127779065349668,-2.0,-2.0,2.0
1463127779067989199,-6.0,6.0,-9.0
1463127779070409876,-8.0,1.0,3.0
1463127779076593886,-3.0,1.0,0.0
1463127779086971386,-7.0,4.0,-9.0
1463127779141875345,-7.0,-3.0,-1.0
1463127779144063261,-5.0,-1.0,-3.0
1463127779150341490,-3.0,2.0,-11.0
1463127779155272688,-3.0,1.0,-4.0
1463127779157790605,0.0,5.0,-6.0
1463127779160293730,1.0,0.0,-6.0
1463127779162824407,-1.0,-2.0,-8.0
1463127779167906647,0.0,6.0,-3.0
1463127779175214355,1.0,6.0,-3.0
1463127779230719824,-4.0,1.0,-8.0
1463127779233002011,-7.0,1.0,-8.0
1463127779236829563,-4.0,3.0,-6.0
1463127779241695136,-5.0,-3.0,-6.0
1463127779244313522,-6.0,-5.0,-7.0
1463127779246724876,-6.0,2.0,-4.0
1463127779255264511,-4.0,4.0,-3.0
1463127779257830032,-5.0,1.0,-2.0
1463127779266595709,-6.0,0.0,0.0
1463127779299721334,-5.0,0.0,-1.0
1463127779301993678,-3.0,4.0,1.0
1463127779309131542,-4.0,3.0,-1.0
1463127779314112949,-5.0,-1.0,-5.0
1463127779316597845,-7.0,0.0,-3.0
1463127779326660449,-2.0,-3.0,-2.0
1463127779335800761,-6.0,-9.0,-2.0
1463127779394649459,-5.0,-4.0,-3.0
1463127779396503365,-4.0,2.0,-6.0
1463127779400047219,-3.0,5.0,-2.0
1463127779402680865,-7.0,4.0,-2.0
1463127779405303105,-5.0,0.0,0.0
1463127779407731542,-7.0,-2.0,-1.0
1463127779414793313,-5.0,-1.0,-2.0
1463127779416727219,-5.0,2.0,-8.0
1463127779481761855,-4.0,5.0,-6.0
1463127779484006907,-3.0,8.0,-6.0
1463127779486565761,0.0,9.0,-8.0
1463127779489004772,0.0,5.0,-8.0
1463127779491816074,-4.0,4.0,-8.0
1463127779495204615,-3.0,7.0,-6.0
1463127779502485240,0.0,8.0,-7.0
1463127779504981022,0.0,10.0,-4.0
1463127779510171751,-2.0,7.0,-7.0
1463127779516709407,-1.0,-1.0,-8.0
1463127779570759355,-1.0,0.0,-5.0
1463127779572975084,0.0,6.0,-3.0
1463127779575562219,0.0,8.0,-3.0
1463127779577936230,-1.0,1.0,-5.0
1463127779580887949,-3.0,2.0,-7.0
1463127779582874719,-3.0,3.0,1.0
1463127779589138938,-1.0,6.0,3.0
1463127779595410657,-7.0,-4.0,-2.0
1463127779607094928,-10.0,5.0,5.0
1463127779658196178,-8.0,11.0,3.0
1463127779660476386,-9.0,5.0,1.0
1463127779662915553,-7.0,0.0,-4.0
1463127779665355917,-12.0,-8.0,-4.0
1463127779667991907,-10.0,-7.0,-6.0
1463127779670431594,0.0,-19.0,-3.0
1463127779676667792,-13.0,0.0,-15.0
1463127779686951646,-3.0,10.0,14.0
1463127779696142636,-5.0,3.0,-22.0
1463127779745600084,-12.0,-21.0,2.0
1463127779748299667,-9.0,-13.0,-6.0
1463127779753110032,-4.0,-6.0,-5.0
1463127779756517271,-4.0,8.0,-4.0
1463127779758963678,8.0,11.0,1.0
1463127779762685813,18.0,18.0,-6.0
1463127779767779146,20.0,29.0,-2.0
1463127779834337376,17.0,40.0,0.0
1463127779836530553,14.0,34.0,-3.0
1463127779838955448,-6.0,24.0,-12.0
1463127779841519876,-10.0,-1.0,5.0
1463127779843983157,-1.0,-10.0,-9.0
1463127779850285865,1.0,13.0,5.0
1463127779852790448,0.0,21.0,3.0
1463127779858583990,4.0,23.0,4.0
1463127779862661021,-3.0,21.0,5.0
1463127779869570605,-8.0,0.0,4.0
1463127779922167532,-13.0,-14.0,-2.0
1463127779923976855,-11.0,-14.0,-3.0
1463127779926429511,9.0,-32.0,-2.0
1463127779928923053,-18.0,-8.0,-5.0
1463127779931493105,2.0,11.0,4.0
1463127779938539615,-7.0,-2.0,-17.0
1463127779940576594,-6.0,-19.0,2.0
1463127779946809771,-1.0,-5.0,-10.0
1463127779955645032,5.0,9.0,-7.0
1463127780011655032,11.0,21.0,-3.0
1463127780015364042,11.0,14.0,-1.0
1463127780016981490,7.0,12.0,-8.0
1463127780019429250,5.0,15.0,-7.0
1463127780027532011,5.0,16.0,-7.0
1463127780029913053,-6.0,9.0,-13.0
1463127780031971907,-3.0,-17.0,-7.0
1463127780036856542,6.0,-11.0,-20.0
1463127780046823469,3.0,1.0,-5.0
1463127780100227740,4.0,5.0,-13.0
1463127780104061021,5.0,15.0,-13.0
1463127780105151386,-2.0,5.0,-3.0
1463127780106198313,-3.0,-15.0,-6.0
1463127780107954198,-6.0,-12.0,-12.0
1463127780114899823,-6.0,1.0,-3.0
1463127780116782375,-3.0,4.0,-4.0
1463127780209769667,-4.0,4.0,-8.0
1463127780211750657,-7.0,6.0,1.0
1463127780218071907,-8.0,1.0,-3.0
1463127780220510344,-7.0,-10.0,-5.0
1463127780223111907,-13.0,-11.0,-6.0
1463127780225529615,-16.0,-6.0,-5.0
1463127780228018052,-12.0,-1.0,-4.0
1463127780231227480,-15.0,-3.0,-6.0
1463127780281968677,-16.0,-3.0,-4.0
1463127780283026490,-11.0,1.0,-3.0
1463127780299403677,-8.0,6.0,-3.0
1463127780301927636,-5.0,4.0,-1.0
1463127780304111542,-3.0,8.0,-6.0
1463127780306572323,-3.0,12.0,-7.0
1463127780309060344,1.0,15.0,-8.0
1463127780311632427,1.0,14.0,-8.0
1463127780315213261,0.0,11.0,-7.0
1463127780317786177,0.0,4.0,-7.0
1463127780367831907,0.0,2.0,-6.0
1463127780373748677,0.0,0.0,-6.0
1463127780376435188,0.0,5.0,-5.0
1463127780380071855,0.0,3.0,-3.0
1463127780385259198,-2.0,3.0,-3.0
1463127780387697427,-5.0,-2.0,-3.0
1463127780391497740,-7.0,-1.0,-5.0
1463127780394099667,-6.0,4.0,-5.0
1463127780397333209,-5.0,5.0,-1.0
1463127780402680136,-2.0,4.0,-3.0
1463127780459483521,-2.0,3.0,-2.0
1463127780461803157,-4.0,1.0,-3.0
1463127780464328521,-4.0,3.0,-5.0
1463127780466799823,-5.0,-1.0,-4.0
1463127780469872844,-4.0,-3.0,-5.0
1463127780473913573,-7.0,-4.0,-5.0
1463127780488971438,-5.0,2.0,-5.0
1463127780490092219,-3.0,6.0,-6.0
1463127780491095709,-4.0,3.0,-2.0
1463127780544495032,-4.0,2.0,-2.0
1463127780546757011,-7.0,4.0,-1.0
1463127780549318157,-5.0,3.0,-1.0
1463127780551828104,-6.0,4.0,1.0
1463127780554089667,-7.0,4.0,2.0
1463127780556575761,-8.0,2.0,1.0
1463127780560079823,-8.0,0.0,-3.0
1463127780567957479,-7.0,3.0,-3.0
1463127780573759823,-5.0,4.0,-5.0
1463127780632085448,-7.0,-3.0,-9.0
1463127780634189094,-6.0,-4.0,-5.0
1463127780636594667,-3.0,0.0,-6.0
1463127780639079563,-4.0,0.0,-6.0
1463127780641851334,-4.0,-1.0,-6.0
1463127780644131021,-6.0,2.0,-8.0
1463127780647825917,-7.0,2.0,-5.0
1463127780655325031,-5.0,2.0,-5.0
1463127780722100396,0.0,5.0,-4.0
1463127780724203990,-1.0,1.0,-5.0
1463127780726698781,-4.0,3.0,-5.0
1463127780729975136,-2.0,7.0,-3.0
1463127780734065656,-2.0,7.0,-3.0
1463127780736558156,-5.0,3.0,-3.0
1463127780744846073,-6.0,1.0,-4.0
1463127780746215188,-6.0,4.0,-3.0
