timestamp,ax,ay,az
1463127775790430606,199.0,-646.0,1812.0
1463127775792859200,200.0,-650.0,1781.0
1463127775795322742,204.0,-674.0,1781.0
1463127775797850502,251.0,-650.0,1800.0
1463127775800383158,220.0,-654.0,1830.0
1463127775802826752,142.0,-643.0,1836.0
1463127775809143888,231.0,-629.0,1840.0
1463127775815314148,241.0,-650.0,1882.0
1463127775872926492,225.0,-646.0,1931.0
1463127775875222585,233.0,-657.0,1959.0
1463127775877736440,264.0,-628.0,1997.0
1463127775883866908,206.0,-659.0,1963.0
1463127775886403731,214.0,-627.0,1924.0
1463127775888890919,273.0,-644.0,1858.0
1463127775896155971,230.0,-632.0,1889.0
1463127775900146179,216.0,-609.0,1862.0
1463127775906399825,206.0,-629.0,1871.0
1463127775960726752,177.0,-634.0,1875.0
1463127775962934773,224.0,-639.0,1821.0
1463127775965342221,253.0,-639.0,1816.0
1463127775967891804,178.0,-657.0,1805.0
1463127775970325190,196.0,-641.0,1805.0
1463127775973532794,219.0,-650.0,1779.0
1463127775980291179,200.0,-637.0,1824.0
1463127775986861960,244.0,-645.0,1864.0
1463127776048144564,239.0,-652.0,1911.0
1463127776050422742,233.0,-662.0,1935.0
1463127776052840189,257.0,-632.0,1952.0
1463127776055314304,193.0,-658.0,1922.0
1463127776057826908,235.0,-650.0,1924.0
1463127776060376179,281.0,-636.0,1921.0
1463127776062923992,238.0,-640.0,1950.0
1463127776067824564,240.0,-628.0,1942.0
1463127776075339408,217.0,-627.0,1936.0
1463127776135491127,195.0,-629.0,1917.0
1463127776137519721,208.0,-642.0,1807.0
1463127776143909044,253.0,-645.0,1807.0
1463127776146414825,169.0,-656.0,1768.0
1463127776148888887,146.0,-619.0,1779.0
1463127776151470033,216.0,-645.0,1766.0
1463127776157757012,217.0,-639.0,1774.0
1463127776160224721,236.0,-645.0,1816.0
1463127776166507481,212.0,-654.0,1846.0
1463127776224479460,219.0,-658.0,1903.0
1463127776226663314,226.0,-648.0,1943.0
1463127776229093367,227.0,-659.0,1922.0
1463127776231650085,244.0,-650.0,1916.0
1463127776235016804,178.0,-644.0,1903.0
1463127776240312429,274.0,-643.0,1869.0
1463127776246519877,293.0,-636.0,1874.0
1463127776249259877,233.0,-619.0,1923.0
1463127776255543992,231.0,-615.0,1927.0
1463127776312036491,212.0,-629.0,1944.0
1463127776314255450,211.0,-627.0,1911.0
1463127776316766596,208.0,-643.0,1888.0
1463127776319458366,218.0,-635.0,1863.0
1463127776321985814,223.0,-630.0,1852.0
1463127776324337481,215.0,-640.0,1827.0
1463127776326823627,209.0,-647.0,1839.0
1463127776336728679,226.0,-656.0,1856.0
1463127776400648523,219.0,-654.0,1873.0
1463127776402869564,236.0,-651.0,1906.0
1463127776405373627,230.0,-652.0,1921.0
1463127776407248939,208.0,-643.0,1926.0
1463127776421642898,216.0,-653.0,1908.0
1463127776424042429,227.0,-637.0,1876.0
1463127776427244252,211.0,-638.0,1856.0
1463127776430324408,200.0,-635.0,1847.0
1463127776436656023,201.0,-646.0,1819.0
1463127776488177325,243.0,-629.0,1818.0
1463127776490401700,244.0,-637.0,1847.0
1463127776493681804,150.0,-640.0,1858.0
1463127776496580450,234.0,-643.0,1854.0
1463127776501644148,216.0,-658.0,1863.0
1463127776504100085,227.0,-636.0,1872.0
1463127776508270033,227.0,-643.0,1852.0
1463127776510431283,219.0,-653.0,1868.0
1463127776516706335,222.0,-642.0,1852.0
1463127776526771491,223.0,-649.0,1875.0
1463127776577050918,223.0,-659.0,1885.0
1463127776579201960,226.0,-652.0,1907.0
1463127776581666596,239.0,-637.0,1910.0
1463127776584095241,244.0,-637.0,1885.0
1463127776587452221,206.0,-653.0,1902.0
1463127776596641283,190.0,-649.0,1877.0
1463127776599278314,256.0,-637.0,1844.0
1463127776606514252,243.0,-639.0,1863.0
1463127776671735398,218.0,-631.0,1893.0
1463127776674045033,220.0,-635.0,1876.0
1463127776676635085,216.0,-641.0,1875.0
1463127776682716960,230.0,-637.0,1889.0
1463127776685190293,247.0,-657.0,1879.0
1463127776687832481,223.0,-657.0,1853.0
1463127776690254825,203.0,-652.0,1856.0
1463127776693053054,215.0,-645.0,1868.0
1463127776697663054,239.0,-643.0,1891.0
1463127776707990450,237.0,-640.0,1895.0
1463127776759641908,203.0,-637.0,1892.0
1463127776761832845,227.0,-640.0,1883.0
1463127776764671960,220.0,-646.0,1862.0
1463127776771705398,226.0,-638.0,1859.0
1463127776774159460,210.0,-640.0,1869.0
1463127776777873210,219.0,-637.0,1863.0
1463127776780596335,226.0,-642.0,1877.0
1463127776789156127,225.0,-636.0,1885.0
1463127776795360450,224.0,-647.0,1867.0
1463127776846678731,230.0,-636.0,1879.0
1463127776850627273,232.0,-655.0,1873.0
1463127776859129304,233.0,-646.0,1876.0
1463127776861793679,245.0,-657.0,1880.0
1463127776864109095,220.0,-649.0,1874.0
1463127776867472481,205.0,-649.0,1868.0
1463127776876537793,223.0,-644.0,1862.0
1463127776879068262,220.0,-651.0,1876.0
1463127776934501231,220.0,-659.0,1876.0
1463127776936685970,231.0,-657.0,1870.0
1463127776939137845,228.0,-642.0,1864.0
1463127776945352637,226.0,-649.0,1874.0
1463127776947898418,225.0,-646.0,1887.0
1463127776950318106,235.0,-639.0,1873.0
1463127776956371127,235.0,-635.0,1893.0
1463127776959056283,242.0,-623.0,1897.0
1463127776966582637,235.0,-628.0,1917.0
1463127777028199095,219.0,-635.0,1887.0
1463127777030450866,206.0,-631.0,1891.0
1463127777032867897,220.0,-642.0,1858.0
1463127777035317429,211.0,-650.0,1869.0
1463127777037874720,210.0,-651.0,1855.0
1463127777040477793,211.0,-643.0,1858.0
1463127777043047116,217.0,-633.0,1869.0
1463127777048061595,205.0,-642.0,1853.0
1463127777055277897,207.0,-649.0,1866.0
1463127777116249460,212.0,-649.0,1863.0
1463127777120039095,216.0,-654.0,1862.0
1463127777123071127,216.0,-647.0,1883.0
1463127777124217220,239.0,-650.0,1860.0
1463127777126847325,232.0,-647.0,1886.0
1463127777129322012,224.0,-650.0,1873.0
1463127777139158262,238.0,-643.0,1891.0
1463127777141723522,233.0,-644.0,1881.0
1463127777146599772,224.0,-647.0,1878.0
1463127777203618887,228.0,-645.0,1858.0
1463127777206193522,231.0,-654.0,1869.0
1463127777210406283,231.0,-649.0,1863.0
1463127777212567116,223.0,-647.0,1867.0
1463127777214485241,237.0,-635.0,1875.0
1463127777217392949,232.0,-640.0,1894.0
1463127777222570449,222.0,-656.0,1877.0
1463127777229133366,227.0,-648.0,1874.0
1463127777235554304,235.0,-641.0,1871.0
1463127777292074199,230.0,-651.0,1862.0
1463127777294185397,237.0,-649.0,1870.0
1463127777296617116,220.0,-660.0,1863.0
1463127777299172064,218.0,-648.0,1852.0
1463127777301781647,224.0,-658.0,1857.0
1463127777304390033,209.0,-664.0,1859.0
1463127777310079720,227.0,-645.0,1859.0
1463127777315576908,218.0,-656.0,1868.0
1463127777380553418,224.0,-643.0,1889.0
1463127777382826022,220.0,-653.0,1880.0
1463127777385209616,233.0,-643.0,1867.0
1463127777387723626,217.0,-647.0,1875.0
1463127777390169824,222.0,-641.0,1857.0
1463127777392663470,218.0,-660.0,1867.0
1463127777395251387,229.0,-646.0,1877.0
1463127777401527689,231.0,-647.0,1869.0
1463127777406594408,232.0,-646.0,1882.0
1463127777416699460,216.0,-647.0,1882.0
1463127777468619304,223.0,-653.0,1863.0
1463127777471508314,215.0,-656.0,1866.0
1463127777474204147,224.0,-646.0,1886.0
1463127777480161126,217.0,-656.0,1864.0
1463127777482679356,225.0,-647.0,1875.0
1463127777489859564,231.0,-643.0,1891.0
1463127777493598679,225.0,-647.0,1884.0
1463127777500098783,220.0,-644.0,1862.0
1463127777506842272,227.0,-639.0,1874.0
1463127777556940449,222.0,-643.0,1869.0
1463127777561140241,221.0,-647.0,1880.0
1463127777562185501,219.0,-640.0,1865.0
1463127777564818262,213.0,-644.0,1858.0
1463127777570322585,228.0,-647.0,1867.0
1463127777576859199,231.0,-646.0,1882.0
1463127777579333262,239.0,-642.0,1887.0
1463127777586909512,234.0,-644.0,1883.0
1463127777644416595,219.0,-650.0,1851.0
1463127777646660762,228.0,-636.0,1871.0
1463127777649091178,235.0,-653.0,1886.0
1463127777651690553,222.0,-644.0,1879.0
1463127777654168262,220.0,-650.0,1867.0
1463127777656591178,212.0,-642.0,1865.0
1463127777664999199,229.0,-644.0,1855.0
1463127777667817428,214.0,-650.0,1874.0
1463127777680298418,221.0,-646.0,1873.0
1463127777731729564,224.0,-654.0,1872.0
1463127777734052741,234.0,-664.0,1860.0
1463127777735919772,223.0,-666.0,1875.0
1463127777750254460,233.0,-647.0,1863.0
1463127777752681595,218.0,-651.0,1870.0
1463127777755218731,229.0,-652.0,1892.0
1463127777757683366,232.0,-652.0,1870.0
1463127777760162949,236.0,-645.0,1882.0
1463127777768071074,227.0,-640.0,1873.0
1463127777819261074,241.0,-638.0,1865.0
1463127777821666595,220.0,-634.0,1853.0
1463127777825076074,227.0,-636.0,1874.0
1463127777830144668,240.0,-651.0,1864.0
1463127777833319095,234.0,-649.0,1861.0
1463127777839301126,221.0,-649.0,1881.0
1463127777841995137,222.0,-654.0,1872.0
1463127777848072116,232.0,-652.0,1860.0
1463127777855535033,220.0,-649.0,1854.0
1463127777907205189,226.0,-649.0,1857.0
1463127777909354303,227.0,-658.0,1879.0
1463127777912004876,223.0,-652.0,1872.0
1463127777914537480,229.0,-645.0,1867.0
1463127777916971230,217.0,-639.0,1863.0
1463127777921755241,234.0,-646.0,1859.0
1463127777927744980,229.0,-640.0,1868.0
1463127777935220866,222.0,-649.0,1868.0
1463127777995874720,233.0,-642.0,1864.0
1463127777998199095,240.0,-640.0,1876.0
1463127778000544303,216.0,-653.0,1877.0
1463127778002917585,222.0,-645.0,1867.0
1463127778005351491,231.0,-642.0,1878.0
1463127778008065085,226.0,-638.0,1913.0
1463127778014163522,222.0,-645.0,1867.0
1463127778016576491,214.0,-652.0,1886.0
1463127778082974824,228.0,-642.0,1868.0
1463127778086240032,234.0,-647.0,1878.0
1463127778089015710,220.0,-643.0,1897.0
1463127778091603574,225.0,-650.0,1860.0
1463127778093929876,230.0,-642.0,1878.0
1463127778102421126,233.0,-640.0,1871.0
1463127778104054668,234.0,-638.0,1870.0
1463127778107509512,222.0,-636.0,1870.0
1463127778110369720,212.0,-648.0,1869.0
1463127778119101855,231.0,-644.0,1874.0
1463127778172130657,226.0,-635.0,1870.0
1463127778174239980,219.0,-645.0,1865.0
1463127778176678782,224.0,-642.0,1872.0
1463127778178867168,230.0,-645.0,1862.0
1463127778184101387,231.0,-650.0,1848.0
1463127778186562637,216.0,-645.0,1861.0
1463127778191679095,232.0,-657.0,1853.0
1463127778196603366,233.0,-661.0,1858.0
1463127778206715710,235.0,-655.0,1884.0
1463127778260861543,233.0,-653.0,1878.0
1463127778262945553,229.0,-647.0,1877.0
1463127778265362793,214.0,-635.0,1862.0
1463127778267832741,228.0,-644.0,1856.0
1463127778270318887,224.0,-649.0,1873.0
1463127778276687168,230.0,-638.0,1866.0
1463127778280229512,231.0,-648.0,1857.0
1463127778286628366,223.0,-655.0,1874.0
1463127778295705762,242.0,-650.0,1875.0
1463127778347982845,237.0,-649.0,1875.0
1463127778350324512,234.0,-661.0,1843.0
1463127778352911803,223.0,-643.0,1867.0
1463127778355315345,225.0,-656.0,1870.0
1463127778358963887,224.0,-652.0,1871.0
1463127778361530657,214.0,-648.0,1854.0
1463127778366666439,225.0,-641.0,1856.0
1463127778436963470,256.0,-658.0,1854.0
1463127778439253991,235.0,-642.0,1868.0
1463127778445261959,229.0,-649.0,1867.0
1463127778448341126,254.0,-654.0,1901.0
1463127778453445605,242.0,-653.0,1870.0
1463127778455741178,218.0,-644.0,1862.0
1463127778457938730,211.0,-652.0,1848.0
1463127778464006439,226.0,-655.0,1873.0
1463127778471693782,218.0,-658.0,1860.0
1463127778474646647,225.0,-657.0,1866.0
1463127778524873261,230.0,-653.0,1880.0
1463127778526647741,233.0,-650.0,1858.0
1463127778529096126,239.0,-649.0,1860.0
1463127778531678678,240.0,-642.0,1846.0
1463127778537700136,222.0,-644.0,1861.0
1463127778540427949,237.0,-648.0,1867.0
1463127778545114720,218.0,-657.0,1884.0
1463127778547863366,209.0,-649.0,1877.0
1463127778555593834,227.0,-647.0,1864.0
1463127778613429980,246.0,-649.0,1876.0
1463127778615544980,246.0,-647.0,1855.0
1463127778618349043,227.0,-659.0,1874.0
1463127778621694303,239.0,-659.0,1856.0
1463127778624192220,244.0,-661.0,1859.0
1463127778629425970,250.0,-658.0,1857.0
1463127778632148366,240.0,-656.0,1861.0
1463127778637735605,242.0,-649.0,1873.0
1463127778646885241,228.0,-647.0,1862.0
1463127778700694720,240.0,-640.0,1875.0
1463127778703006386,225.0,-639.0,1898.0
1463127778705566543,227.0,-647.0,1874.0
1463127778707949824,216.0,-656.0,1869.0
1463127778714112272,237.0,-657.0,1861.0
1463127778716631438,233.0,-648.0,1881.0
1463127778719109199,234.0,-646.0,1873.0
1463127778729218157,235.0,-647.0,1873.0
1463127778735503209,229.0,-650.0,1881.0
1463127778787933209,237.0,-639.0,1868.0
1463127778791262897,230.0,-648.0,1858.0
1463127778796442897,247.0,-648.0,1878.0
1463127778798923886,240.0,-666.0,1887.0
1463127778801585709,230.0,-651.0,1887.0
1463127778804016595,217.0,-643.0,1857.0
1463127778806763574,230.0,-650.0,1864.0
1463127778817149355,224.0,-647.0,1861.0
1463127778826974459,222.0,-637.0,1869.0
1463127778875758782,231.0,-639.0,1877.0
1463127778878188626,238.0,-662.0,1872.0
1463127778880470293,244.0,-647.0,1853.0
1463127778883386543,256.0,-655.0,1859.0
1463127778891392636,247.0,-658.0,1869.0
1463127778895171490,235.0,-652.0,1885.0
1463127778898126855,215.0,-659.0,1863.0
1463127778906863365,222.0,-641.0,1874.0
1463127778964488053,228.0,-644.0,1872.0
1463127778966258157,229.0,-644.0,1867.0
1463127778980521178,222.0,-643.0,1872.0
1463127778983062011,233.0,-641.0,1860.0
1463127778985460188,246.0,-650.0,1864.0
1463127778988306803,237.0,-655.0,1859.0
1463127778994171230,237.0,-649.0,1863.0
1463127778996616230,245.0,-663.0,1863.0
1463127778999931074,229.0,-663.0,1857.0
1463127779052575709,224.0,-655.0,1882.0
1463127779054197740,212.0,-648.0,1859.0
1463127779056637011,224.0,-654.0,1875.0
1463127779062898313,231.0,-648.0,1870.0
1463127779065349668,233.0,-643.0,1858.0
1463127779067989199,236.0,-644.0,1864.0
1463127779070409876,244.0,-657.0,1886.0
1463127779076593886,239.0,-659.0,1862.0
1463127779086971386,211.0,-654.0,1863.0
1463127779141875345,242.0,-654.0,1876.0
1463127779144063261,234.0,-660.0,1882.0
1463127779150341490,207.0,-653.0,1877.0
1463127779155272688,243.0,-658.0,1875.0
1463127779157790605,240.0,-641.0,1867.0
1463127779160293730,221.0,-644.0,1859.0
1463127779162824407,240.0,-647.0,1871.0
1463127779167906647,253.0,-649.0,1888.0
1463127779175214355,226.0,-653.0,1864.0
1463127779230719824,211.0,-636.0,1863.0
1463127779233002011,231.0,-656.0,1858.0
1463127779236829563,226.0,-667.0,1869.0
1463127779241695136,214.0,-655.0,1869.0
1463127779244313522,230.0,-652.0,1860.0
1463127779246724876,244.0,-662.0,1877.0
1463127779255264511,237.0,-646.0,1859.0
1463127779257830032,245.0,-644.0,1866.0
1463127779266595709,239.0,-642.0,1865.0
1463127779299721334,231.0,-657.0,1869.0
1463127779301993678,231.0,-656.0,1883.0
1463127779309131542,233.0,-653.0,1871.0
1463127779314112949,227.0,-647.0,1869.0
1463127779316597845,231.0,-651.0,1861.0
1463127779326660449,230.0,-654.0,1855.0
1463127779335800761,233.0,-650.0,1858.0
1463127779394649459,247.0,-650.0,1874.0
1463127779396503365,250.0,-643.0,1863.0
1463127779400047219,238.0,-652.0,1884.0
1463127779402680865,232.0,-655.0,1865.0
1463127779405303105,236.0,-648.0,1890.0
1463127779407731542,235.0,-647.0,1881.0
1463127779414793313,236.0,-650.0,1860.0
1463127779416727219,239.0,-655.0,1863.0
1463127779481761855,239.0,-646.0,1881.0
1463127779484006907,245.0,-649.0,1874.0
1463127779486565761,241.0,-647.0,1874.0
1463127779489004772,234.0,-650.0,1866.0
1463127779491816074,227.0,-649.0,1872.0
1463127779495204615,230.0,-657.0,1864.0
1463127779502485240,238.0,-655.0,1875.0
1463127779504981022,230.0,-670.0,1868.0
1463127779510171751,233.0,-656.0,1871.0
1463127779516709407,225.0,-654.0,1861.0
1463127779570759355,235.0,-649.0,1866.0
1463127779572975084,255.0,-650.0,1869.0
1463127779575562219,231.0,-643.0,1865.0
1463127779577936230,222.0,-644.0,1855.0
1463127779580887949,245.0,-649.0,1886.0
1463127779582874719,242.0,-661.0,1892.0
1463127779589138938,217.0,-646.0,1893.0
1463127779595410657,231.0,-649.0,1888.0
1463127779607094928,245.0,-645.0,1866.0
1463127779658196178,234.0,-659.0,1851.0
1463127779660476386,226.0,-659.0,1861.0
1463127779662915553,213.0,-643.0,1851.0
1463127779665355917,223.0,-651.0,1860.0
1463127779667991907,234.0,-655.0,1878.0
1463127779670431594,211.0,-659.0,1865.0
1463127779676667792,277.0,-634.0,1809.0
1463127779686951646,247.0,-643.0,1921.0
1463127779696142636,182.0,-658.0,1880.0
1463127779745600084,261.0,-628.0,1866.0
1463127779748299667,248.0,-666.0,1854.0
1463127779753110032,240.0,-643.0,1860.0
1463127779756517271,252.0,-645.0,1843.0
1463127779758963678,219.0,-657.0,1811.0
1463127779762685813,223.0,-652.0,1841.0
1463127779767779146,223.0,-648.0,1873.0
1463127779834337376,263.0,-645.0,1902.0
1463127779836530553,226.0,-637.0,1915.0
1463127779838955448,228.0,-634.0,1901.0
1463127779841519876,234.0,-668.0,1938.0
1463127779843983157,233.0,-671.0,1860.0
1463127779850285865,269.0,-645.0,1802.0
1463127779852790448,242.0,-651.0,1893.0
1463127779858583990,227.0,-654.0,1914.0
1463127779862661021,221.0,-652.0,1883.0
1463127779869570605,211.0,-638.0,1863.0
1463127779922167532,209.0,-632.0,1843.0
1463127779923976855,236.0,-640.0,1854.0
1463127779926429511,179.0,-648.0,1791.0
1463127779928923053,313.0,-647.0,1780.0
1463127779931493105,205.0,-635.0,1907.0
1463127779938539615,199.0,-651.0,1880.0
1463127779940576594,237.0,-649.0,1856.0
1463127779946809771,238.0,-661.0,1853.0
1463127779955645032,242.0,-654.0,1867.0
1463127780011655032,254.0,-651.0,1857.0
1463127780015364042,227.0,-651.0,1867.0
1463127780016981490,233.0,-647.0,1877.0
1463127780019429250,232.0,-638.0,1901.0
1463127780027532011,238.0,-644.0,1903.0
1463127780029913053,249.0,-637.0,1899.0
1463127780031971907,221.0,-657.0,1905.0
1463127780036856542,240.0,-656.0,1840.0
1463127780046823469,258.0,-646.0,1836.0
1463127780100227740,234.0,-655.0,1891.0
1463127780104061021,243.0,-648.0,1906.0
1463127780105151386,226.0,-652.0,1868.0
1463127780106198313,205.0,-646.0,1851.0
1463127780107954198,245.0,-636.0,1872.0
1463127780114899823,267.0,-649.0,1854.0
1463127780116782375,237.0,-656.0,1867.0
1463127780209769667,238.0,-644.0,1868.0
1463127780211750657,235.0,-650.0,1874.0
1463127780218071907,226.0,-660.0,1886.0
1463127780220510344,213.0,-643.0,1869.0
1463127780223111907,233.0,-640.0,1861.0
1463127780225529615,243.0,-650.0,1869.0
1463127780228018052,230.0,-638.0,1862.0
1463127780231227480,232.0,-645.0,1860.0
1463127780281968677,233.0,-651.0,1851.0
1463127780283026490,235.0,-650.0,1863.0
1463127780299403677,235.0,-645.0,1867.0
1463127780301927636,231.0,-647.0,1864.0
1463127780304111542,240.0,-654.0,1867.0
1463127780306572323,241.0,-643.0,1875.0
1463127780309060344,230.0,-652.0,1876.0
1463127780311632427,224.0,-645.0,1874.0
1463127780315213261,232.0,-651.0,1876.0
1463127780317786177,229.0,-656.0,1869.0
1463127780367831907,213.0,-641.0,1851.0
1463127780373748677,240.0,-647.0,1850.0
1463127780376435188,240.0,-640.0,1882.0
1463127780380071855,237.0,-651.0,1868.0
1463127780385259198,228.0,-650.0,1889.0
1463127780387697427,246.0,-644.0,1881.0
1463127780391497740,237.0,-638.0,1869.0
1463127780394099667,243.0,-645.0,1868.0
1463127780397333209,233.0,-665.0,1868.0
1463127780402680136,235.0,-625.0,1873.0
1463127780459483521,217.0,-640.0,1870.0
1463127780461803157,236.0,-646.0,1875.0
1463127780464328521,234.0,-641.0,1893.0
1463127780466799823,251.0,-643.0,1883.0
1463127780469872844,222.0,-645.0,1878.0
1463127780473913573,233.0,-659.0,1869.0
1463127780488971438,239.0,-645.0,1885.0
1463127780490092219,244.0,-649.0,1867.0
1463127780491095709,245.0,-652.0,1868.0
1463127780544495032,226.0,-653.0,1868.0
1463127780546757011,233.0,-657.0,1876.0
1463127780549318157,227.0,-641.0,1862.0
1463127780551828104,228.0,-653.0,1870.0
1463127780554089667,229.0,-645.0,1862.0
1463127780556575761,228.0,-651.0,1860.0
1463127780560079823,237.0,-653.0,1865.0
1463127780567957479,251.0,-646.0,1892.0
1463127780573759823,232.0,-643.0,1879.0
1463127780632085448,231.0,-652.0,1878.0
1463127780634189094,224.0,-637.0,1875.0
1463127780636594667,229.0,-649.0,1869.0
1463127780639079563,232.0,-643.0,1861.0
1463127780641851334,237.0,-646.0,1873.0
1463127780644131021,228.0,-644.0,1871.0
1463127780647825917,225.0,-646.0,1876.0
1463127780655325031,238.0,-654.0,1871.0
1463127780722100396,248.0,-651.0,1880.0
1463127780724203990,241.0,-646.0,1872.0
1463127780726698781,245.0,-659.0,1870.0
1463127780729975136,239.0,-651.0,1865.0
1463127780734065656,234.0,-646.0,1863.0
1463127780736558156,231.0,-653.0,1869.0
