timestamp,mx,my,mz
1463127155093829853,-983.0,-1356.0,-9810.0
1463127155096171103,-1179.0,-1317.0,-9850.0
1463127155099715322,-1179.0,-1317.0,-9850.0
1463127155102288447,1454.0,688.0,-2182.0
1463127155104874228,1454.0,688.0,-2182.0
1463127155135381208,1454.0,688.0,-2182.0
1463127155140804801,1454.0,688.0,-2182.0
1463127155143663760,1494.0,806.0,-1985.0
1463127155146211676,1494.0,806.0,-1985.0
1463127155148844281,1572.0,806.0,-2300.0
1463127155151315999,1572.0,806.0,-2300.0
1463127155160923968,1494.0,963.0,-2064.0
1463127155166290739,1494.0,963.0,-2064.0
1463127155224875270,1533.0,845.0,-2182.0
1463127155228398030,1533.0,845.0,-2182.0
1463127155230934333,1533.0,845.0,-1946.0
1463127155233502458,1533.0,845.0,-1946.0
1463127155236017770,1690.0,1002.0,-1946.0
1463127155238458916,1690.0,1002.0,-1946.0
1463127155244367249,1730.0,1042.0,-1985.0
1463127155247303968,1730.0,1042.0,-1985.0
1463127155732696728,1612.0,1081.0,-1867.0
1463127155734851364,1612.0,1081.0,-1867.0
1463127155737274853,1612.0,924.0,-2025.0
1463127155739728082,1612.0,924.0,-2025.0
1463127155742406259,1730.0,963.0,-2064.0
1463127155745865270,1730.0,963.0,-2064.0
1463127155751090114,1494.0,963.0,-1985.0
1463127155755480062,1494.0,963.0,-1985.0
1463127155758222509,1730.0,963.0,-2143.0
1463127155767936259,1730.0,963.0,-2143.0
1463127155824589332,1533.0,845.0,-1946.0
1463127155830773082,1533.0,845.0,-1946.0
1463127155834273030,1612.0,1002.0,-2025.0
1463127155843087770,1612.0,1002.0,-2025.0
1463127155848965166,1612.0,924.0,-2103.0
1463127155850031259,1612.0,924.0,-2103.0
1463127155851287353,1376.0,845.0,-2103.0
1463127155852332978,1376.0,845.0,-2103.0
1463127155853503968,1454.0,845.0,-2182.0
1463127155854514384,1454.0,845.0,-2182.0
1463127155855524645,1612.0,924.0,-1867.0
1463127155856555322,1612.0,924.0,-1867.0
1463127155857544853,1651.0,963.0,-2064.0
1463127155858550582,1651.0,963.0,-2064.0
1463127155859725166,1494.0,884.0,-2064.0
1463127155860977353,1494.0,884.0,-2064.0
1463127155907471936,1454.0,1002.0,-1867.0
1463127155910627041,1454.0,1002.0,-1867.0
1463127155916930009,1612.0,924.0,-1867.0
